timestamp,flow_rate,speed,location,direction,data_source,processing_timestamp
2019-11-14 23:30:00,21,34.048,GROVE BLVD / RIVERSIDE DR,EASTBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:30:00,7,10.0,GROVE BLVD / RIVERSIDE DR,NORTHBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:30:00,1,18.0,GROVE BLVD / RIVERSIDE DR,NORTHBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:30:00,2,11.0,GROVE BLVD / RIVERSIDE DR,NORTHBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:30:00,2,13.0,GROVE BLVD / RIVERSIDE DR,NORTHBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:30:00,1,0.0,GROVE BLVD / RIVERSIDE DR,SOUTHBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:30:00,1,18.0,GROVE BLVD / RIVERSIDE DR,SOUTHBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:30:00,1,5.0,GROVE BLVD / RIVERSIDE DR,WESTBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:30:00,1,57.0,GROVE BLVD / RIVERSIDE DR,WESTBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:30:00,1,15.0,GROVE BLVD / RIVERSIDE DR,WESTBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:30:00,38,32.737,GROVE BLVD / RIVERSIDE DR,WESTBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:30:00,35,33.457,GROVE BLVD / RIVERSIDE DR,WESTBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:45:00,3,9.333,GROVE BLVD / RIVERSIDE DR,EASTBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:45:00,3,21.0,GROVE BLVD / RIVERSIDE DR,EASTBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:45:00,1,16.0,GROVE BLVD / RIVERSIDE DR,EASTBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:45:00,1,13.0,GROVE BLVD / RIVERSIDE DR,EASTBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:45:00,36,39.694,GROVE BLVD / RIVERSIDE DR,EASTBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:45:00,18,33.0,GROVE BLVD / RIVERSIDE DR,EASTBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:45:00,2,11.0,GROVE BLVD / RIVERSIDE DR,NORTHBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:45:00,2,4.5,GROVE BLVD / RIVERSIDE DR,NORTHBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:45:00,3,17.667,GROVE BLVD / RIVERSIDE DR,NORTHBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:45:00,1,0.0,GROVE BLVD / RIVERSIDE DR,SOUTHBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:45:00,1,8.0,GROVE BLVD / RIVERSIDE DR,SOUTHBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:45:00,4,13.25,GROVE BLVD / RIVERSIDE DR,WESTBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:45:00,1,12.0,GROVE BLVD / RIVERSIDE DR,WESTBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:45:00,11,36.909,GROVE BLVD / RIVERSIDE DR,WESTBOUND,austin_traffic,2025-08-13 20:54:44.260300
2019-11-14 23:45:00,34,31.971,GROVE BLVD / RIVERSIDE DR,WESTBOUND,austin_traffic,2025-08-13 20:54:44.260300
